Id,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Less than high school graduate:,Margin of Error; Less than high school graduate:,Estimate; Less than high school graduate: - In labor force:,Margin of Error; Less than high school graduate: - In labor force:,Estimate; Less than high school graduate: - In labor force: - In Armed Forces,Margin of Error; Less than high school graduate: - In labor force: - In Armed Forces,Estimate; Less than high school graduate: - In labor force: - Civilian:,Margin of Error; Less than high school graduate: - In labor force: - Civilian:,Estimate; Less than high school graduate: - In labor force: - Civilian: - Employed,Margin of Error; Less than high school graduate: - In labor force: - Civilian: - Employed,Estimate; Less than high school graduate: - In labor force: - Civilian: - Unemployed,Margin of Error; Less than high school graduate: - In labor force: - Civilian: - Unemployed,Estimate; Less than high school graduate: - Not in labor force,Margin of Error; Less than high school graduate: - Not in labor force,Estimate; High school graduate:,Margin of Error; High school graduate:,Estimate; High school graduate: - In labor force:,Margin of Error; High school graduate: - In labor force:,Estimate; High school graduate: - In labor force: - In Armed Forces,Margin of Error; High school graduate: - In labor force: - In Armed Forces,Estimate; High school graduate: - In labor force: - Civilian:,Margin of Error; High school graduate: - In labor force: - Civilian:,Estimate; High school graduate: - In labor force: - Civilian: - Employed,Margin of Error; High school graduate: - In labor force: - Civilian: - Employed,Estimate; High school graduate: - In labor force: - Civilian: - Unemployed,Margin of Error; High school graduate: - In labor force: - Civilian: - Unemployed,Estimate; High school graduate: - Not in labor force,Margin of Error; High school graduate: - Not in labor force,Estimate; Some college or associate's degree:,Margin of Error; Some college or associate's degree:,Estimate; Some college or associate's degree: - In labor force:,Margin of Error; Some college or associate's degree: - In labor force:,Estimate; Some college or associate's degree: - In labor force: - In Armed Forces,Margin of Error; Some college or associate's degree: - In labor force: - In Armed Forces,Estimate; Some college or associate's degree: - In labor force: - Civilian:,Margin of Error; Some college or associate's degree: - In labor force: - Civilian:,Estimate; Some college or associate's degree: - In labor force: - Civilian: - Employed,Margin of Error; Some college or associate's degree: - In labor force: - Civilian: - Employed,Estimate; Some college or associate's degree: - In labor force: - Civilian: - Unemployed,Margin of Error; Some college or associate's degree: - In labor force: - Civilian: - Unemployed,Estimate; Some college or associate's degree: - Not in labor force,Margin of Error; Some college or associate's degree: - Not in labor force,Estimate; Bachelor's degree or higher:,Margin of Error; Bachelor's degree or higher:,Estimate; Bachelor's degree or higher: - In labor force:,Margin of Error; Bachelor's degree or higher: - In labor force:,Estimate; Bachelor's degree or higher: - In labor force: - In Armed Forces,Margin of Error; Bachelor's degree or higher: - In labor force: - In Armed Forces,Estimate; Bachelor's degree or higher: - In labor force: - Civilian:,Margin of Error; Bachelor's degree or higher: - In labor force: - Civilian:,Estimate; Bachelor's degree or higher: - In labor force: - Civilian: - Employed,Margin of Error; Bachelor's degree or higher: - In labor force: - Civilian: - Employed,Estimate; Bachelor's degree or higher: - In labor force: - Civilian: - Unemployed,Margin of Error; Bachelor's degree or higher: - In labor force: - Civilian: - Unemployed,Estimate; Bachelor's degree or higher: - Not in labor force,Margin of Error; Bachelor's degree or higher: - Not in labor force
37620,"Parkersburg-Marietta-Vienna, WV-OH Metro Area",86773,1248,7128,1211,2865,769,0,184,2865,769,2599,723,266,213,4263,1029,34043,2132,23293,1927,0,184,23293,1927,21191,1787,2102,802,10750,1372,28537,1959,21432,1816,0,184,21432,1816,20032,1777,1400,523,7105,1152,17065,1911,14222,1822,0,184,14222,1822,13562,1788,660,355,2843,808
37700,"Pascagoula, MS Metro Area",84500,1336,9398,1734,4997,1280,0,198,4997,1280,4071,1158,926,499,4401,892,25822,2655,16985,2091,0,198,16985,2091,15450,2033,1535,702,8837,1558,31006,2390,23599,2279,54,91,23545,2292,22358,2295,1187,516,7407,1259,18274,2203,14748,2022,203,200,14545,2010,13960,1982,585,346,3526,1091
37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",241068,1790,24322,2551,12616,1962,81,135,12535,1960,10022,1857,2513,790,11706,1470,66499,4279,46193,3927,877,480,45316,3882,39849,3708,5467,1310,20306,2064,89849,4650,68101,4280,3050,981,65051,4188,59696,3901,5355,1445,21748,2431,60398,3723,52213,3717,3453,1198,48760,3819,47557,3873,1203,609,8185,1328
37900,"Peoria, IL Metro Area",197334,862,13167,1724,7192,1442,0,179,7192,1442,6168,1264,1024,466,5975,1080,55985,3123,43691,3090,86,141,43605,3081,39835,2980,3770,1050,12294,1497,72127,3501,58174,3208,53,70,58121,3202,54814,3150,3307,773,13953,1484,56055,3116,48159,3134,69,116,48090,3132,47363,3094,727,317,7896,1095
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",3212324,2183,278763,8688,147765,5528,0,184,147765,5528,120659,5181,27106,2953,130998,6130,924277,15269,686348,13232,402,326,685946,13205,602689,11780,83257,5264,237929,8435,836539,11223,685618,11328,2258,675,683360,11268,619111,10702,64249,3576,150921,4987,1172745,12198,1025808,12690,1934,575,1023874,12633,978158,12160,45716,3015,146937,5156
38060,"Phoenix-Mesa-Glendale, AZ Metro Area",2226719,1303,299132,8266,187133,8145,0,198,187133,8145,164443,7555,22690,2670,111999,5336,502336,10767,360022,9165,294,255,359728,9138,325633,7887,34095,3827,142314,6092,762951,12694,600677,11852,1315,533,599362,11891,552017,11925,47345,3801,162274,6886,662300,11751,557029,11715,559,230,556470,11739,534711,11281,21759,2310,105271,4370
38220,"Pine Bluff, AR Metro Area",51595,1159,7563,1271,2849,857,0,184,2849,857,2200,784,649,362,4714,989,20659,1935,11444,1332,0,184,11444,1332,10106,1333,1338,654,9215,1461,14656,1584,10424,1455,0,184,10424,1455,9344,1479,1080,557,4232,824,8717,1298,7479,1182,0,184,7479,1182,7161,1170,318,251,1238,539
38300,"Pittsburgh, PA Metro Area",1264145,1433,62004,3737,31079,2642,0,165,31079,2642,25311,2334,5768,1209,30925,2539,391284,8108,284230,7119,68,114,284162,7112,260434,6649,23728,2363,107054,4334,375439,7862,303248,7170,283,229,302965,7171,284821,6980,18144,2088,72191,3363,435418,8826,377566,8569,410,246,377156,8539,363645,8838,13511,1718,57852,3076
38340,"Pittsfield, MA Metro Area",67319,723,4379,989,2228,682,0,195,2228,682,2020,661,208,147,2151,717,21495,2084,16483,1756,0,195,16483,1756,14427,1606,2056,664,5012,990,18961,1622,15126,1484,35,60,15091,1478,13265,1340,1826,678,3835,838,22484,2122,19501,2006,0,195,19501,2006,18431,1975,1070,435,2983,727
38540,"Pocatello, ID Metro Area",44527,961,2492,684,1410,575,0,187,1410,575,1202,535,208,182,1082,439,13058,1822,9824,1770,0,187,9824,1770,8957,1671,867,372,3234,726,16928,1789,12596,1607,0,187,12596,1607,12014,1476,582,340,4332,926,12049,1498,10056,1373,0,187,10056,1373,9883,1365,173,136,1993,527
38860,"Portland-South Portland-Biddeford, ME Metro Area",287624,973,16596,2511,9611,1721,0,155,9611,1721,8585,1668,1026,498,6985,1555,76150,4042,58366,3354,93,131,58273,3386,53540,3247,4733,1154,17784,2702,85175,3977,70004,3907,79,101,69925,3904,66063,3525,3862,1035,15171,1885,109703,4703,96038,4707,172,184,95866,4692,93542,4707,2324,550,13665,1874
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",1283578,2500,104053,5235,68515,5183,0,184,68515,5183,58697,4895,9818,1722,35538,3146,265902,8125,197954,7466,237,290,197717,7457,174778,7392,22939,2472,67948,3869,449075,9189,357213,8741,602,443,356611,8767,323988,7905,32623,2839,91862,4292,464548,9341,394362,8977,243,259,394119,8964,375863,8811,18256,2095,70186,3432
38940,"Port St. Lucie, FL Metro Area",209759,1437,28163,3065,17008,2392,0,211,17008,2392,13681,2378,3327,1672,11155,1857,58570,4797,41469,4150,0,211,41469,4150,36910,3567,4559,1452,17101,2576,71905,4459,55133,3936,52,85,55081,3943,48925,3767,6156,1759,16772,2421,51121,4290,40336,3972,0,211,40336,3972,35954,3492,4382,1487,10785,1837
39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",350011,1050,31164,2463,18629,2162,37,61,18592,2166,16844,2177,1748,658,12535,1652,95503,4531,69489,3859,0,185,69489,3859,62367,3677,7122,1327,26014,2688,115284,4533,94099,4245,445,348,93654,4279,86711,4233,6943,1300,21185,2084,108060,4492,92902,4450,615,270,92287,4455,88636,4206,3651,763,15158,1777
39140,"Prescott, AZ Metro Area",103454,703,11631,1816,7678,1889,0,198,7678,1889,7135,1900,543,363,3953,1191,25433,2696,18864,2177,0,198,18864,2177,16643,2102,2221,790,6569,1320,39969,2804,27028,2659,0,198,27028,2659,25225,2650,1803,811,12941,1506,26421,2594,18136,2665,0,198,18136,2665,16348,2304,1788,944,8285,1427
39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",849168,1387,98771,5234,57252,3767,0,184,57252,3767,48500,3624,8752,1596,41519,3423,234088,8710,178742,7498,271,242,178471,7459,159306,7364,19165,2284,55346,4007,249726,6601,206222,6391,870,391,205352,6355,187556,6056,17796,1959,43504,2997,266583,7252,236597,7619,1177,457,235420,7619,223068,7459,12352,1830,29986,2762
39340,"Provo-Orem, UT Metro Area",231278,1165,16429,2053,11813,1719,0,181,11813,1719,10742,1658,1071,489,4616,1050,40756,3137,30684,2519,0,181,30684,2519,28652,2463,2032,612,10072,1298,91936,3149,68976,2861,328,227,68648,2856,64972,2790,3676,832,22960,2164,82157,2898,68382,2810,176,182,68206,2792,65297,2834,2909,902,13775,1143
39380,"Pueblo, CO Metro Area",81372,585,8351,1688,4348,1221,0,189,4348,1221,3001,861,1347,724,4003,907,23410,1799,15544,1432,0,189,15544,1432,14149,1427,1395,458,7866,1283,33437,2301,25319,2205,65,106,25254,2210,22790,2105,2464,1025,8118,1257,16174,1479,13262,1448,0,189,13262,1448,12571,1427,691,428,2912,734
39460,"Punta Gorda, FL Metro Area",72694,1014,8108,1548,4663,1185,0,211,4663,1185,2552,761,2111,1029,3445,1092,21872,2226,13920,1854,0,211,13920,1854,12980,1809,940,406,7952,1657,27846,2449,20007,2038,58,95,19949,2030,18468,1873,1481,743,7839,1318,14868,2349,10267,1751,0,211,10267,1751,9960,1791,307,270,4601,1236
39540,"Racine, WI Metro Area",103956,952,9452,1525,5013,955,0,145,5013,955,4002,909,1011,533,4439,1283,29455,2269,22214,2067,0,145,22214,2067,20054,2022,2160,657,7241,1446,39363,2524,32450,2202,0,145,32450,2202,29569,2306,2881,766,6913,1279,25686,2079,22391,1832,0,145,22391,1832,21340,1775,1051,456,3295,744
39580,"Raleigh-Cary, NC Metro Area",655406,1189,58091,4901,37197,4333,0,193,37197,4333,31759,3988,5438,1549,20894,2281,123483,6198,92806,5709,162,255,92644,5744,83856,5371,8788,1820,30677,3047,184639,7275,153928,7023,560,328,153368,7005,143952,6912,9416,1926,30711,2507,289193,6278,248843,6373,608,435,248235,6355,238733,6049,9502,1593,40350,3628
39660,"Rapid City, SD Metro Area",68560,1677,4720,1129,2577,731,0,147,2577,731,2403,713,174,185,2143,851,19876,2056,15762,1912,79,112,15683,1888,15217,1894,466,280,4114,888,26062,2240,21317,2265,102,103,21215,2248,20262,2326,953,526,4745,1137,17902,2029,15376,1775,109,148,15267,1756,15047,1735,220,241,2526,913
39740,"Reading, PA Metro Area",211970,688,26152,2508,16224,2129,0,165,16224,2129,13992,2187,2232,726,9928,1466,78457,3015,62561,2616,20,33,62541,2617,57778,2549,4763,978,15896,1800,54843,3109,45489,2970,100,166,45389,3030,41034,2903,4355,1333,9354,1543,52518,3256,46369,3295,0,165,46369,3295,44904,3256,1465,516,6149,1155
39820,"Redding, CA Metro Area",91544,982,9635,1610,5085,1432,0,197,5085,1432,4176,1167,909,553,4550,937,22969,2245,14801,1622,26,44,14775,1617,11965,1501,2810,928,8168,1450,41612,2523,30244,2276,0,197,30244,2276,27258,2181,2986,1091,11368,1543,17328,2117,13411,1723,0,197,13411,1723,12825,1725,586,287,3917,927
39900,"Reno-Sparks, NV Metro Area",231402,1195,31103,2809,21970,2516,0,200,21970,2516,18483,2194,3487,1202,9133,1576,52964,3785,41352,3718,0,200,41352,3718,35651,3386,5701,1277,11612,1550,83081,3917,65586,3698,160,135,65426,3705,59432,3534,5994,1435,17495,1830,64254,3439,53770,2831,232,247,53538,2815,51121,2750,2417,762,10484,1939
40060,"Richmond, VA Metro Area",694475,4020,74438,4597,42688,4264,0,192,42688,4264,36462,3726,6226,1449,31750,2786,180743,4929,135355,4832,745,528,134610,4842,122873,4709,11737,1646,45388,3296,201305,5831,165971,5582,2312,835,163659,5728,153513,5965,10146,1722,35334,2653,237989,5852,206899,5906,1690,763,205209,5765,198336,5774,6873,1243,31090,2878
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",2179365,1216,452546,9592,282381,7596,62,103,282319,7571,236815,7003,45504,3462,170165,6979,552254,12630,391520,10204,2513,1027,389007,10240,337946,9880,51061,3873,160734,6484,753952,12510,566295,11375,5803,1403,560492,11687,499734,11154,60758,3883,187657,7139,420613,11355,347439,10202,1813,623,345626,10091,320832,9555,24794,2561,73174,4419
40220,"Roanoke, VA Metro Area",166114,1746,16262,1932,9174,1531,0,192,9174,1531,8412,1455,762,436,7088,1334,49242,3561,35503,3331,0,192,35503,3331,32441,3139,3062,1039,13739,1689,54255,3456,42454,3283,172,282,42282,3206,39386,3253,2896,1061,11801,1838,46355,3619,40026,3525,0,192,40026,3525,39354,3496,672,460,6329,1258
40340,"Rochester, MN Metro Area",100783,804,4444,1065,2652,690,0,139,2652,690,2453,658,199,154,1792,652,20245,1632,17069,1515,0,139,17069,1515,16341,1513,728,422,3176,675,36415,1883,31012,1747,49,81,30963,1751,30385,1769,578,231,5403,1093,39679,1881,36479,1916,0,139,36479,1916,35906,1895,573,260,3200,665
40380,"Rochester, NY Metro Area",553503,1277,42289,3087,23489,2262,0,185,23489,2262,19736,2001,3753,894,18800,2117,144533,5109,106245,4550,11,18,106234,4548,97834,4536,8400,1242,38288,2727,181932,5047,147393,4458,38,65,147355,4445,136357,4441,10998,1585,34539,2605,184749,5128,159846,4888,40,77,159806,4877,152485,4842,7321,1342,24903,2155
40420,"Rockford, IL Metro Area",180748,998,20869,1897,13195,1712,0,179,13195,1712,10277,1458,2918,1032,7674,1233,59415,3594,46232,3381,0,179,46232,3381,41007,3360,5225,1247,13183,1516,59637,3112,48420,2996,57,90,48363,2991,44718,2799,3645,1077,11217,1309,40827,3234,35552,2826,0,179,35552,2826,33731,2724,1821,568,5275,1328
40580,"Rocky Mount, NC Metro Area",77867,1279,14172,2101,7311,1664,0,193,7311,1664,6153,1539,1158,640,6861,1317,27102,2336,19596,2287,0,193,19596,2287,16149,1916,3447,1105,7506,1393,23728,2137,18680,2049,42,75,18638,2039,16305,1913,2333,682,5048,1033,12865,1839,10575,1623,0,193,10575,1623,10246,1522,329,315,2290,594
40660,"Rome, GA Metro Area",48996,893,10700,1371,5480,1017,0,208,5480,1017,4241,1084,1239,638,5220,904,12993,1487,9550,1410,0,208,9550,1410,7614,1384,1936,765,3443,846,16149,1717,12791,1620,143,222,12648,1600,11283,1531,1365,633,3358,777,9154,1270,7907,1181,0,208,7907,1181,7467,1085,440,290,1247,559
40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",1152174,1490,130308,6090,78422,4764,0,197,78422,4764,64321,4046,14101,2092,51886,2979,242376,8022,176930,6481,277,291,176653,6528,149176,5916,27477,2693,65446,3868,425131,8688,334368,9042,1053,589,333315,8960,294499,8646,38816,3298,90763,4707,354359,6689,300015,6322,936,390,299079,6391,281803,6241,17276,2101,54344,3194
40980,"Saginaw-Saginaw Township North, MI Metro Area",99737,609,10723,1663,4388,1175,0,161,4388,1175,2808,658,1580,1070,6335,1122,31206,1911,19958,1648,0,161,19958,1648,17563,1651,2395,526,11248,1362,36718,2269,27813,1918,0,161,27813,1918,24852,1817,2961,663,8905,1204,21090,1554,18536,1401,0,161,18536,1401,17721,1468,815,391,2554,902
41060,"St. Cloud, MN Metro Area",96253,912,5229,1207,3458,940,0,139,3458,940,3089,926,369,263,1771,613,26743,1804,21809,1740,0,139,21809,1740,20531,1794,1278,488,4934,915,38238,2126,33573,1887,41,52,33532,1882,32006,1766,1526,494,4665,877,26043,1892,23159,1783,0,139,23159,1783,22879,1761,280,217,2884,781
41100,"St. George, UT Metro Area",61080,800,5136,1140,3118,1023,0,181,3118,1023,2616,947,502,319,2018,638,14772,2090,11632,1971,0,181,11632,1971,10649,1940,983,538,3140,1071,27404,2481,20223,2161,0,181,20223,2161,18752,2340,1471,657,7181,1406,13768,1664,10274,1637,0,181,10274,1637,9492,1547,782,522,3494,858
41140,"St. Joseph, MO-KS Metro Area",66402,1008,8128,1381,3799,837,0,184,3799,837,3370,812,429,298,4329,981,24510,1900,16985,1886,0,184,16985,1886,15480,1765,1505,631,7525,875,19813,1522,14581,1521,0,184,14581,1521,13943,1541,638,333,5232,892,13951,1564,12096,1523,0,184,12096,1523,11372,1403,724,415,1855,483
41180,"St. Louis, MO-IL Metro Area",1509625,3052,122145,5377,70081,3808,0,184,70081,3808,56526,3657,13555,1863,52064,3409,379134,10123,281281,9033,100,130,281181,9035,251010,8623,30171,2958,97853,4843,506871,9423,416442,8540,1853,533,414589,8551,381115,8529,33474,3051,90429,4355,501475,9777,437720,8951,1190,347,436530,8999,421397,9036,15133,1793,63755,3425
41420,"Salem, OR Metro Area",199714,1271,30250,2860,22570,2594,0,193,22570,2594,17606,2744,4964,1424,7680,1678,50697,3935,36661,3091,31,52,36630,3086,31463,2934,5167,1339,14036,2000,73587,3571,57758,2937,59,97,57699,2954,50508,2912,7191,1612,15829,1815,45180,3103,37503,3057,51,89,37452,3042,35382,3097,2070,663,7677,1525
41500,"Salinas, CA Metro Area",217647,1051,68399,3436,47293,3209,0,197,47293,3209,42585,3302,4708,1137,21106,1810,40801,2684,30708,2607,114,189,30594,2577,27807,2473,2787,744,10093,1498,60300,3325,44858,2904,1002,454,43856,2854,40904,2828,2952,812,15442,1633,48147,2834,40023,2460,1583,526,38440,2451,36390,2403,2050,646,8124,1294
41540,"Salisbury, MD Metro Area",64139,1281,8707,1369,4499,1196,0,190,4499,1196,3989,1106,510,319,4208,1408,20339,1969,14155,2149,23,40,14132,2148,12688,2081,1444,537,6184,1257,18236,1935,14131,1915,15,26,14116,1916,13479,1873,637,327,4105,1152,16857,2008,14651,1799,0,190,14651,1799,14070,1679,581,445,2206,790
41620,"Salt Lake City, UT Metro Area",603204,1255,65247,4802,45472,4204,0,181,45472,4204,39866,4186,5606,1349,19775,2445,127585,5465,101058,5121,44,74,101014,5094,92910,5052,8104,1723,26527,2092,213839,6109,171278,5832,162,170,171116,5849,160634,5731,10482,1825,42561,3443,196533,5228,169044,4837,194,165,168850,4823,164422,4775,4428,1076,27489,2377
41660,"San Angelo, TX Metro Area",56637,1013,7471,1412,4586,1018,0,206,4586,1018,4334,976,252,284,2885,812,19726,2619,15204,2695,38,72,15166,2688,13916,2378,1250,746,4522,1011,19242,2066,16530,1969,1210,636,15320,1873,14704,1891,616,556,2712,674,10198,1507,8236,1479,892,747,7344,1297,7024,1250,320,309,1962,721
41700,"San Antonio-New Braunfels, TX Metro Area",1159589,2300,165721,7179,100761,6329,0,206,100761,6329,91572,6030,9189,1709,64960,4213,290295,8862,219606,8046,628,355,218978,8026,203897,7869,15081,2269,70689,4043,388259,9303,305500,9011,4725,1284,300775,8906,280448,8417,20327,2658,82759,4461,315314,8923,267982,8494,4936,1067,263046,8523,253690,8532,9356,1703,47332,3020
41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",1699959,427,223166,7862,143364,6694,270,260,143094,6709,128583,6545,14511,1814,79802,4355,319416,9537,235227,9017,7969,1489,227258,8809,200891,7756,26367,3409,84189,4254,560210,11519,425309,11204,18852,2586,406457,10739,368390,10085,38067,3151,134901,6986,597167,10038,510093,9649,11153,2589,498940,9888,474791,9434,24149,2315,87074,4602
41780,"Sandusky, OH Metro Area",39819,686,3803,1006,1842,583,0,182,1842,583,1631,495,211,172,1961,781,14433,1640,11516,1650,0,182,11516,1650,10854,1588,662,376,2917,716,12815,1734,9952,1624,0,182,9952,1624,9178,1471,774,352,2863,872,8768,1464,7843,1350,0,182,7843,1350,7551,1380,292,213,925,399
41860,"San Francisco-Oakland-Fremont, CA Metro Area",2550507,1450,277522,9325,183672,7274,0,197,183672,7274,161402,7045,22270,2425,93850,5081,397769,12214,300357,9978,40,66,300317,9974,265119,9242,35198,3705,97412,5478,675910,11274,539639,11020,1229,590,538410,11117,489342,10995,49068,3680,136271,5413,1199306,13643,1037036,12451,1322,649,1035714,12400,982781,12539,52933,3874,162270,7382
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1056894,877,134032,6481,92968,5192,0,197,92968,5192,81431,4959,11537,1895,41064,3366,151252,6416,116564,5094,0,197,116564,5094,101224,5288,15340,1976,34688,3305,262267,7846,208916,7121,59,73,208857,7115,188393,6794,20464,2236,53351,3029,509343,7264,431066,6537,285,231,430781,6552,409929,6825,20852,2475,78277,3871
42020,"San Luis Obispo-Paso Robles, CA Metro Area",135731,1205,12075,1911,8335,1848,0,197,8335,1848,7986,1839,349,308,3740,900,24622,2624,17905,2369,289,382,17616,2267,16248,2232,1368,566,6717,953,54538,3861,41716,3640,318,370,41398,3652,38594,3541,2804,883,12822,1867,44496,3190,36551,2990,121,149,36430,3001,35679,2936,751,412,7945,1314
42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",208687,666,46043,3334,33519,2820,0,197,33519,2820,29316,2609,4203,1038,12524,1806,39271,3297,28755,2915,0,197,28755,2915,25873,2840,2882,652,10516,1440,62362,3826,47511,3125,772,448,46739,3102,42877,2961,3862,942,14851,2000,61011,3311,50726,3198,468,300,50258,3161,48608,3063,1650,736,10285,1339
42100,"Santa Cruz-Watsonville, CA Metro Area",139631,750,19978,2675,15756,2447,0,197,15756,2447,14399,2262,1357,865,4222,1128,21089,2640,15492,2416,0,197,15492,2416,13897,2316,1595,675,5597,1196,45242,3167,35159,2787,14,29,35145,2788,32445,2713,2700,814,10083,1316,53322,3132,46219,3209,39,65,46180,3219,44947,3087,1233,426,7103,1182
42140,"Santa Fe, NM Metro Area",80500,336,11582,1846,8426,1704,0,185,8426,1704,6913,1300,1513,629,3156,896,15631,1606,10707,1464,0,185,10707,1464,9664,1270,1043,614,4924,917,23765,2131,18122,1969,18,30,18104,1967,16836,1866,1268,678,5643,984,29522,2144,24732,2150,0,185,24732,2150,23594,2085,1138,473,4790,807
42220,"Santa Rosa-Petaluma, CA Metro Area",265108,783,36748,2990,25441,2803,0,197,25441,2803,22258,2438,3183,1053,11307,1943,53402,4348,41125,3801,63,82,41062,3789,37548,3537,3514,1089,12277,1966,94322,4451,73886,4264,263,302,73623,4252,66426,3852,7197,1350,20436,2067,80636,4750,67963,4055,0,197,67963,4055,64805,4027,3158,763,12673,2003
42340,"Savannah, GA Metro Area",189479,1224,19015,2439,11040,1631,0,208,11040,1631,9425,1497,1615,680,7975,1680,52648,3200,39021,2962,598,345,38423,2903,34673,2644,3750,1104,13627,1784,61825,3906,48219,3310,1997,698,46222,3301,43489,3161,2733,877,13606,1908,55991,3295,48797,3195,1097,657,47700,3142,45297,3041,2403,752,7194,1146
42540,"Scranton--Wilkes-Barre, PA Metro Area",293345,1035,24384,1996,13600,1570,0,165,13600,1570,11288,1352,2312,823,10784,1398,105517,3997,75235,3323,101,94,75134,3324,67866,3128,7268,1230,30282,2237,88235,3783,70412,3411,334,225,70078,3410,65008,3230,5070,938,17823,1803,75209,3758,66349,3722,48,68,66301,3737,64040,3631,2261,560,8860,1180
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2021479,1597,152086,6508,97999,5031,0,192,97999,5031,87288,5049,10711,1596,54087,3518,413997,10660,312843,10180,2329,779,310514,10170,283584,9647,26930,2705,101154,5183,673439,12281,539850,10724,6294,1134,533556,10847,494270,10847,39286,3414,133589,5673,781957,11652,672127,10343,4967,1080,667160,10216,642270,10457,24890,2472,109830,5464
42680,"Sebastian-Vero Beach, FL Metro Area",64488,1397,9827,2083,6527,1636,0,211,6527,1636,4163,1329,2364,1112,3300,1589,17066,2444,12643,2117,0,211,12643,2117,10415,1697,2228,1125,4423,1178,22079,2232,16677,2192,0,211,16677,2192,14776,1919,1901,960,5402,1307,15516,2103,12191,1904,0,211,12191,1904,11429,1857,762,454,3325,774
43100,"Sheboygan, WI Metro Area",62045,790,5890,1406,4333,1126,0,145,4333,1126,3465,956,868,867,1557,605,19573,1631,15990,1507,0,145,15990,1507,14408,1426,1582,542,3583,631,19774,1697,16953,1530,41,67,16912,1536,15866,1441,1046,477,2821,745,16808,1653,14786,1595,0,145,14786,1595,14407,1616,379,227,2022,571
43300,"Sherman-Denison, TX Metro Area",61916,927,8584,1695,5522,1325,0,206,5522,1325,4927,1308,595,298,3062,871,16368,1713,11831,1618,0,206,11831,1618,11024,1582,807,410,4537,1186,25166,2022,18895,1939,0,206,18895,1939,17368,1699,1527,680,6271,1125,11798,1539,9805,1495,0,206,9805,1495,9522,1450,283,271,1993,675
43340,"Shreveport-Bossier City, LA Metro Area",211155,1156,27386,2896,14972,1816,0,193,14972,1816,12752,1716,2220,871,12414,1977,63649,3501,44428,3005,421,277,44007,3034,40711,2919,3296,1128,19221,2358,68478,4066,55009,3502,1047,513,53962,3481,50977,3355,2985,862,13469,1741,51642,3347,44819,3366,1433,647,43386,3398,42249,3388,1137,475,6823,1245
43580,"Sioux City, IA-NE-SD Metro Area",72540,1519,10571,1339,7928,1221,0,184,7928,1221,6964,1180,964,490,2643,796,23387,2188,18025,1783,0,184,18025,1783,16910,1791,1115,406,5362,1214,23063,2074,19409,1970,24,32,19385,1974,18840,1969,545,363,3654,962,15519,1491,13858,1510,0,184,13858,1510,13766,1512,92,72,1661,603
43620,"Sioux Falls, SD Metro Area",128067,1075,8751,1458,6580,1295,0,147,6580,1295,5588,1166,992,524,2171,735,37502,2779,31514,2708,43,69,31471,2715,30397,2748,1074,484,5988,1190,42404,2416,37526,2355,88,97,37438,2362,36372,2418,1066,501,4878,1002,39410,2469,35960,2406,152,167,35808,2372,35158,2379,650,324,3450,864
43780,"South Bend-Mishawaka, IN-MI Metro Area",161440,781,17468,1857,10734,1453,0,184,10734,1453,8389,1289,2345,701,6734,1076,46973,2436,35665,2502,0,184,35665,2502,32018,2439,3647,859,11308,1173,51389,2873,40288,2707,66,111,40222,2691,36461,2561,3761,932,11101,1230,45610,2418,40202,2229,0,184,40202,2229,38969,2311,1233,558,5408,947
43900,"Spartanburg, SC Metro Area",149569,749,24635,2914,12552,1909,0,197,12552,1909,10512,1740,2040,710,12083,1908,45090,2741,32370,2600,46,77,32324,2604,28865,2591,3459,1183,12720,1758,47614,2878,37452,2565,0,197,37452,2565,34969,2429,2483,748,10162,1546,32230,2815,26547,2717,0,197,26547,2717,25735,2742,812,374,5683,1194
44060,"Spokane, WA Metro Area",248972,1024,15245,2178,8130,1500,0,192,8130,1500,6999,1376,1131,563,7115,1505,59221,3859,43504,3658,145,105,43359,3644,38882,3370,4477,1113,15717,1824,105171,4228,76469,3597,678,283,75791,3557,69484,3450,6307,1111,28702,2968,69335,3290,57581,3263,526,331,57055,3285,54980,3218,2075,541,11754,1407
44100,"Springfield, IL Metro Area",114153,1018,7927,1491,4403,1248,0,179,4403,1248,3311,1037,1092,582,3524,1026,29643,2277,22741,2223,15,25,22726,2225,20802,2172,1924,589,6902,1300,35578,2430,29718,2221,133,112,29585,2243,27676,2262,1909,568,5860,1139,41005,2569,35000,2438,345,413,34655,2443,33733,2409,922,501,6005,1116
